TCF7L2	pp	NFYA
TCF7L2	pp	MYB
TCF7L2	pp	SMAD3
TCF7L2	pp	TGIF1
TCF7L2	pp	GTF2I
TCF7L2	pp	UBTF
TCF7L2	pp	OLIG2
TCF7L2	pp	TCF12
TCF7L2	pp	HSF2
TCF7L2	pp	GABPB2
TCF7L2	pp	ZIC2
TCF7L2	pp	RUNX1
TCF7L2	pp	EP300
TCF7L2	pp	ZNF143
TCF7L2	pp	PRDM1
TCF7L2	pp	SREBF2
TCF7L2	pp	TCF4
TCF7L2	pp	ZHX1
TCF7L2	pp	FOXO3
TCF7L2	pp	MAX
TCF7L2	pp	ZHX2
TCF7L2	pp	NR3C1
TCF7L2	pp	HMGA1
TCF7L2	pp	ONECUT2
TCF7L2	pp	ATF2
TCF7L2	pp	BHLHB2
TCF7L2	pp	MXI1
TCF7L2	pp	TFAP4
TCF7L2	pp	MITF
TCF7L2	pp	ARID5B
TCF7L2	pp	FOXO4
FOXO1	pp	SMAD6
FOXO1	pp	JUND
FOXO1	pp	MEF2D
FOXO1	pp	ARNTL
FOXO1	pp	MYB
FOXO1	pp	RXRA
FOXO1	pp	NFATC1
FOXO1	pp	GTF2I
FOXO1	pp	SIX5
FOXO1	pp	IRF2
FOXO1	pp	GABPB2
FOXO1	pp	ZIC2
FOXO1	pp	FOXO3
FOXO1	pp	KLF4
FOXO1	pp	FOXO4
FOXO1	pp	TFAP4
FOXO1	pp	BACH2
FOXO1	pp	RBPJ
FOXO1	pp	ELF1
FOXO1	pp	MAX
FOXO1	pp	ZHX2
FOXO1	pp	RUNX1
FOXO1	pp	ARID5B
FOXO1	pp	ATF2
FOXO1	pp	MXI1
FOXO1	pp	SREBF2
TCF7L1	pp	POU2F1
TCF7L1	pp	NFYA
TCF7L1	pp	SMAD6
TCF7L1	pp	MYB
TCF7L1	pp	SMAD3
TCF7L1	pp	TGIF1
TCF7L1	pp	GTF2I
TCF7L1	pp	UBTF
TCF7L1	pp	OLIG2
TCF7L1	pp	TCF12
TCF7L1	pp	HSF2
TCF7L1	pp	GABPB2
TCF7L1	pp	ZIC2
TCF7L1	pp	RUNX1
TCF7L1	pp	EP300
TCF7L1	pp	ZNF143
TCF7L1	pp	PRDM1
TCF7L1	pp	TCF4
TCF7L1	pp	SREBF2
TCF7L1	pp	ZHX1
TCF7L1	pp	MAX
TCF7L1	pp	FOXO3
TCF7L1	pp	NR3C1
TCF7L1	pp	ZHX2
TCF7L1	pp	HMGA1
TCF7L1	pp	BHLHB2
TCF7L1	pp	MXI1
TCF7L1	pp	TFAP4
TCF7L1	pp	ATF2
TCF7L1	pp	ONECUT2
TCF7L1	pp	MITF
TCF7L1	pp	ARID5B
TCF7L1	pp	FOXO4
TCF7	pp	POU2F1
TCF7	pp	SMAD6
TCF7	pp	NFYA
TCF7	pp	MYB
TCF7	pp	SMAD3
TCF7	pp	TGIF1
TCF7	pp	GTF2I
TCF7	pp	UBTF
TCF7	pp	OLIG2
TCF7	pp	TCF12
TCF7	pp	HSF2
TCF7	pp	GABPB2
TCF7	pp	ZIC2
TCF7	pp	RUNX1
TCF7	pp	EP300
TCF7	pp	ZNF143
TCF7	pp	PRDM1
TCF7	pp	SREBF2
TCF7	pp	TCF4
TCF7	pp	ZHX1
TCF7	pp	FOXO3
TCF7	pp	MAX
TCF7	pp	ZHX2
TCF7	pp	NR3C1
TCF7	pp	HMGA1
TCF7	pp	ONECUT2
TCF7	pp	ATF2
TCF7	pp	FOXO4
TCF7	pp	BHLHB2
TCF7	pp	MXI1
TCF7	pp	TFAP4
TCF7	pp	MITF
TCF7	pp	ARID5B
LEF1	pp	POU2F1
LEF1	pp	NFYA
LEF1	pp	SMAD6
LEF1	pp	MYB
LEF1	pp	SMAD3
LEF1	pp	TGIF1
LEF1	pp	GTF2I
LEF1	pp	UBTF
LEF1	pp	OLIG2
LEF1	pp	TCF12
LEF1	pp	HSF2
LEF1	pp	GABPB2
LEF1	pp	ZIC2
LEF1	pp	RUNX1
LEF1	pp	EP300
LEF1	pp	ZNF143
LEF1	pp	PRDM1
LEF1	pp	TCF4
LEF1	pp	SREBF2
LEF1	pp	ZHX1
LEF1	pp	MAX
LEF1	pp	FOXO3
LEF1	pp	NR3C1
LEF1	pp	ZHX2
LEF1	pp	HMGA1
LEF1	pp	BHLHB2
LEF1	pp	MXI1
LEF1	pp	TFAP4
LEF1	pp	ATF2
LEF1	pp	ONECUT2
LEF1	pp	MITF
LEF1	pp	ARID5B
LEF1	pp	FOXO4
MTF1	pp	POU2F2
MTF1	pp	EGR1
MTF1	pp	NFYC
MTF1	pp	SMAD6
MTF1	pp	JUND
MTF1	pp	E2F3
MTF1	pp	ARNTL
MTF1	pp	MYB
MTF1	pp	SMAD3
MTF1	pp	GTF2I
MTF1	pp	UBTF
MTF1	pp	OLIG2
MTF1	pp	ADNP
MTF1	pp	SIX5
MTF1	pp	GABPB2
MTF1	pp	ZIC2
MTF1	pp	ETS1
MTF1	pp	RUNX1
MTF1	pp	EP300
MTF1	pp	ZNF143
MTF1	pp	HIF1A
MTF1	pp	SREBF2
MTF1	pp	NR3C1
MTF1	pp	ZHX2
MTF1	pp	JUN
MTF1	pp	HMGA1
MTF1	pp	SP1
MTF1	pp	CREB1
MTF1	pp	MZF1
MTF1	pp	FOSL2
MTF1	pp	GTF2A1
MTF1	pp	SMAD7
MTF1	pp	FOXD1
MTF1	pp	RELA
MTF1	pp	GFI1
MTF1	pp	ATF2
MTF1	pp	ELF4
MTF1	pp	POU3F3
MTF1	pp	GABPA
MTF1	pp	KLF4
MTF1	pp	VDR
MTF1	pp	SMAD2
MTF1	pp	TFAP4
MTF1	pp	POU3F1
MTF1	pp	STAT5A
MTF1	pp	SPI1
MTF1	pp	CEBPB
YY1	pp	NFYC
YY1	pp	SMAD6
YY1	pp	JUND
YY1	pp	ARNTL
YY1	pp	MEF2D
YY1	pp	E2F3
YY1	pp	MYB
YY1	pp	RREB1
YY1	pp	HOXA9
YY1	pp	GTF2I
YY1	pp	UBTF
YY1	pp	ADNP
YY1	pp	GABPB2
YY1	pp	RUNX1
YY1	pp	EP300
YY1	pp	EGR3
YY1	pp	HIF1A
YY1	pp	SREBF2
YY1	pp	ZHX1
YY1	pp	NR3C1
YY1	pp	JUN
YY1	pp	HMGA1
YY1	pp	RELA
YY1	pp	TEF
YY1	pp	ATF4
YY1	pp	FOSL2
YY1	pp	RBPJ
YY1	pp	AHR
YY1	pp	SMAD7
YY1	pp	MXI1
YY1	pp	TFAP4
YY1	pp	POU3F1
YY1	pp	NFE2L2
YY1	pp	MLXIPL
YY1	pp	RFX1
YY1	pp	HSF1
YY1	pp	GABPA
HAND2	pp	SMAD6
HAND2	pp	MXD4
HAND2	pp	MYB
HAND2	pp	TCF12
HAND2	pp	IRF2
HAND2	pp	GABPB2
HAND2	pp	HSF2
HAND2	pp	ZIC2
HAND2	pp	FOXO1
HAND2	pp	JUN
HAND2	pp	GFI1
HAND2	pp	RBPJ
HAND2	pp	RELA
HAND2	pp	NFKB1
HAND2	pp	TFAP4
HAND2	pp	POU3F1
HAND1	pp	SMAD6
HAND1	pp	MXD4
HAND1	pp	MYB
HAND1	pp	TCF12
HAND1	pp	IRF2
HAND1	pp	HSF2
HAND1	pp	ZIC2
HAND1	pp	GABPB2
HAND1	pp	FOXO1
HAND1	pp	JUN
HAND1	pp	GFI1
HAND1	pp	RBPJ
HAND1	pp	POU3F1
HAND1	pp	TFAP4
HAND1	pp	RELA
HAND1	pp	NFKB1
NFKB1	pp	E2F3
NFKB1	pp	MYB
NFKB1	pp	NFATC1
NFKB1	pp	TGIF1
NFKB1	pp	SMAD3
NFKB1	pp	E2F1
NFKB1	pp	TCF12
NFKB1	pp	IRF2
NFKB1	pp	SIX5
NFKB1	pp	ETS1
NFKB1	pp	GABPB2
NFKB1	pp	PRDM1
NFKB1	pp	SREBF2
NFKB1	pp	EGR3
NFKB1	pp	MAX
NFKB1	pp	FOXO3
NFKB1	pp	ZHX2
NFKB1	pp	HMGB2
NFKB1	pp	IRF1
NFKB1	pp	CREB1
NFKB1	pp	YY1
NFKB1	pp	RBPJ
NFKB1	pp	REL
NFKB1	pp	TCF7L1
NFKB1	pp	ZNF148
NFKB1	pp	ELK4
NFKB1	pp	ELF2
NFKB1	pp	TFE3
NFKB1	pp	STAT5A
NFKB1	pp	FOXJ2
NFKB1	pp	RXRB
NFKB1	pp	TFAP4
RELA	pp	E2F3
RELA	pp	MYB
RELA	pp	NFATC1
RELA	pp	SMAD3
RELA	pp	TGIF1
RELA	pp	TCF12
RELA	pp	E2F1
RELA	pp	IRF2
RELA	pp	SIX5
RELA	pp	GABPB2
RELA	pp	ETS1
RELA	pp	PRDM1
RELA	pp	SREBF2
RELA	pp	EGR3
RELA	pp	MAX
RELA	pp	FOXO3
RELA	pp	ZHX2
RELA	pp	HMGB2
RELA	pp	IRF1
RELA	pp	CREB1
RELA	pp	TCF7L1
RELA	pp	NFKB1
RELA	pp	REL
RELA	pp	ELF2
RELA	pp	TFE3
RELA	pp	ELK4
RELA	pp	ZNF148
RELA	pp	YY1
RELA	pp	STAT5A
RELA	pp	RBPJ
RELA	pp	FOXJ2
RELA	pp	RXRB
RELA	pp	TFAP4
FOXD2	pp	SMAD6
FOXD2	pp	ARNTL
FOXD2	pp	MEF2C
FOXD2	pp	MEF2D
FOXD2	pp	E2F3
FOXD2	pp	MXD4
FOXD2	pp	POU6F1
FOXD2	pp	MYB
FOXD2	pp	RXRA
FOXD2	pp	NFATC1
FOXD2	pp	RREB1
FOXD2	pp	OLIG2
FOXD2	pp	SIX5
FOXD2	pp	ZIC2
FOXD2	pp	GABPB2
FOXD2	pp	RUNX1
FOXD2	pp	ELF1
FOXD2	pp	ZNF143
FOXD2	pp	BACH2
FOXD2	pp	MAX
FOXD2	pp	FOXO3
FOXD2	pp	JUN
FOXD2	pp	ZHX2
FOXD2	pp	HMGA1
FOXD2	pp	JUNB
FOXD2	pp	ATF6
FOXD2	pp	ATF2
FOXD2	pp	FOXO4
FOXD2	pp	MITF
FOXD2	pp	CEBPB
FOXD2	pp	RFX1
FOXD2	pp	ARID5B
FOXD2	pp	VDR
FOXD2	pp	TFAP4
REL	pp	E2F3
REL	pp	MYB
REL	pp	NFATC1
REL	pp	TGIF1
REL	pp	SMAD3
REL	pp	E2F1
REL	pp	TCF12
REL	pp	IRF2
REL	pp	SIX5
REL	pp	ETS1
REL	pp	GABPB2
REL	pp	PRDM1
REL	pp	SREBF2
REL	pp	EGR3
REL	pp	MAX
REL	pp	FOXO3
REL	pp	ZHX2
REL	pp	HMGB2
REL	pp	IRF1
REL	pp	CREB1
REL	pp	TCF7L1
REL	pp	NFKB1
REL	pp	ELF2
REL	pp	TFE3
REL	pp	ELK4
REL	pp	ZNF148
REL	pp	YY1
REL	pp	STAT5A
REL	pp	RBPJ
REL	pp	FOXJ2
REL	pp	RXRB
REL	pp	TFAP4
CDX2	pp	HES6
CDX2	pp	POU6F1
CDX2	pp	MYB
CDX2	pp	GTF2I
CDX2	pp	GABPB2
CDX2	pp	ZIC2
CDX2	pp	RUNX1
CDX2	pp	ELF1
CDX2	pp	ZNF143
CDX2	pp	TCF4
CDX2	pp	FOXO3
CDX2	pp	BACH2
CDX2	pp	HMGA1
CDX2	pp	LMO2
CDX2	pp	HBP1
CDX2	pp	ARID5B
CDX2	pp	STAT6
CDX2	pp	TFAP4
FOXD1	pp	SMAD6
FOXD1	pp	MEF2C
FOXD1	pp	MEF2D
FOXD1	pp	E2F3
FOXD1	pp	ARNTL
FOXD1	pp	MXD4
FOXD1	pp	POU6F1
FOXD1	pp	MYB
FOXD1	pp	RXRA
FOXD1	pp	RREB1
FOXD1	pp	NFATC1
FOXD1	pp	OLIG2
FOXD1	pp	SIX5
FOXD1	pp	GABPB2
FOXD1	pp	ZIC2
FOXD1	pp	RUNX1
FOXD1	pp	ELF1
FOXD1	pp	ZNF143
FOXD1	pp	MAX
FOXD1	pp	FOXO3
FOXD1	pp	BACH2
FOXD1	pp	ZHX2
FOXD1	pp	JUN
FOXD1	pp	HMGA1
FOXD1	pp	JUNB
FOXD1	pp	ATF6
FOXD1	pp	CEBPB
FOXD1	pp	MITF
FOXD1	pp	RFX1
FOXD1	pp	ARID5B
FOXD1	pp	FOXO4
FOXD1	pp	ATF2
FOXD1	pp	VDR
FOXD1	pp	TFAP4
CDX4	pp	HES6
CDX4	pp	POU6F1
CDX4	pp	MYB
CDX4	pp	GTF2I
CDX4	pp	GABPB2
CDX4	pp	ZIC2
CDX4	pp	RUNX1
CDX4	pp	ELF1
CDX4	pp	ZNF143
CDX4	pp	TCF4
CDX4	pp	FOXO3
CDX4	pp	BACH2
CDX4	pp	HMGA1
CDX4	pp	LMO2
CDX4	pp	HBP1
CDX4	pp	TFAP4
CDX4	pp	STAT6
CDX4	pp	ARID5B
CDX1	pp	HES6
CDX1	pp	POU6F1
CDX1	pp	MYB
CDX1	pp	GTF2I
CDX1	pp	GABPB2
CDX1	pp	ZIC2
CDX1	pp	ELF1
CDX1	pp	RUNX1
CDX1	pp	ZNF143
CDX1	pp	TCF4
CDX1	pp	BACH2
CDX1	pp	FOXO3
CDX1	pp	HMGA1
CDX1	pp	LMO2
CDX1	pp	HBP1
CDX1	pp	ARID5B
CDX1	pp	STAT6
CDX1	pp	TFAP4
ADNP	pp	MEF2D
ADNP	pp	E2F3
ADNP	pp	MXD4
ADNP	pp	POU6F1
ADNP	pp	RREB1
ADNP	pp	GFI1
ADNP	pp	GABPB2
ADNP	pp	HMGA1
ADNP	pp	MYC
ADNP	pp	ELF1
ADNP	pp	IRF2
ADNP	pp	FOXO1
ADNP	pp	ARID5B
ZNF148	pp	POU2F1
ZNF148	pp	SMAD6
ZNF148	pp	ARNTL
ZNF148	pp	MEF2D
ZNF148	pp	MXD4
ZNF148	pp	MYB
ZNF148	pp	RREB1
ZNF148	pp	UBTF
ZNF148	pp	ADNP
ZNF148	pp	HMGB3
ZNF148	pp	GABPB2
ZNF148	pp	PATZ1
ZNF148	pp	TCF4
ZNF148	pp	EGR3
ZNF148	pp	HIF1A
ZNF148	pp	BACH2
ZNF148	pp	FOXO3
ZNF148	pp	NR3C1
ZNF148	pp	ZHX2
ZNF148	pp	JUN
ZNF148	pp	SP1
ZNF148	pp	HMGA1
ZNF148	pp	CREB1
ZNF148	pp	AHR
ZNF148	pp	MAZ
ZNF148	pp	RFX1
ZNF148	pp	FOXO4
ZNF148	pp	RUNX2
ZNF148	pp	BHLHB2
ZNF148	pp	ZNF384
ZNF148	pp	PRRX2
ZNF148	pp	SMAD4
ZNF148	pp	POU3F1
ZNF148	pp	TFAP4
SOX5	pp	POU2F1
SOX5	pp	SMAD6
SOX5	pp	E2F3
SOX5	pp	ARNTL
SOX5	pp	MXD4
SOX5	pp	POU6F1
SOX5	pp	MYB
SOX5	pp	RXRA
SOX5	pp	RREB1
SOX5	pp	TGIF1
SOX5	pp	HOXA9
SOX5	pp	GTF2I
SOX5	pp	OLIG2
SOX5	pp	ADNP
SOX5	pp	TCF12
SOX5	pp	IRF2
SOX5	pp	HSF2
SOX5	pp	GABPB2
SOX5	pp	ZIC2
SOX5	pp	ETS1
SOX5	pp	FOXO1
SOX5	pp	ELF1
SOX5	pp	RUNX1
SOX5	pp	EGR3
SOX5	pp	BACH2
SOX5	pp	TEAD1
SOX5	pp	ZHX2
SOX5	pp	JUN
SOX5	pp	HMGA1
SOX5	pp	SP1
SOX5	pp	CREB1
SOX5	pp	HMGA2
SOX5	pp	ARID5B
SOX5	pp	TFE3
SOX5	pp	FOXO4
SOX5	pp	STAT5B
SOX5	pp	LMO2
SOX5	pp	TFAP4
SOX5	pp	GFI1
NR1H4	pp	SMAD6
NR1H4	pp	ARNTL
NR1H4	pp	MYB
NR1H4	pp	ADNP
NR1H4	pp	GABPB2
NR1H4	pp	TCF4
NR1H4	pp	FOXO3
NR1H4	pp	ARNT
NR1H4	pp	ATF2
NR1H4	pp	FOXO4
NR1H4	pp	ARID5B
NR1H4	pp	RUNX3
NR1H4	pp	DDIT3
NR1H4	pp	SMARCA5
TFAP2B	pp	MAZ
TFAP2B	pp	GFI1
TFAP2B	pp	POU3F1
TFAP2B	pp	ELF2
TFAP2B	pp	BHLHB2
TFAP2B	pp	NFKB1
TFAP2B	pp	ZNF384
TFAP2B	pp	TFAP4
TFAP2B	pp	MYBL2
TFAP2B	pp	HEYL
TFAP2B	pp	E2F4
TFAP2B	pp	SMARCC2
TFAP2B	pp	MXD3
TFAP2B	pp	SMAD2
TFAP2B	pp	NFE2L1
TFAP2B	pp	FOXJ2
TFAP2B	pp	NFATC2
TFAP2B	pp	LMO2
TFAP2B	pp	STAT5B
TFAP2B	pp	ELF4
TFAP2B	pp	HMGA2
TFAP2B	pp	RFX1
TFAP2B	pp	POU2F2
TFAP2B	pp	EGR1
TFAP2B	pp	NFYC
TFAP2B	pp	SMAD6
TFAP2B	pp	EGR2
TFAP2B	pp	JUND
TFAP2B	pp	FOSL1
TFAP2B	pp	FOSB
TFAP2B	pp	MEF2D
TFAP2B	pp	ARNTL
TFAP2B	pp	E2F3
TFAP2B	pp	MXD4
TFAP2B	pp	POU6F1
TFAP2B	pp	MYB
TFAP2B	pp	TGIF1
TFAP2B	pp	GTF2I
TFAP2B	pp	UBTF
TFAP2B	pp	OLIG2
TFAP2B	pp	ADNP
TFAP2B	pp	TCF12
TFAP2B	pp	E2F1
TFAP2B	pp	SIX5
TFAP2B	pp	HMGB3
TFAP2B	pp	GABPB2
TFAP2B	pp	MAFB
TFAP2B	pp	RUNX1
TFAP2B	pp	EP300
TFAP2B	pp	PATZ1
TFAP2B	pp	EGR3
TFAP2B	pp	FOXO3
TFAP2B	pp	TEAD1
TFAP2B	pp	NR3C1
TFAP2B	pp	CREB1
TFAP2B	pp	GTF2A1
TFAP2B	pp	SMAD7
TFAP2B	pp	RELA
TFAP2B	pp	TEF
TFAP2B	pp	MZF1
ELF4	pp	CREB3
ELF4	pp	POU2F2
ELF4	pp	EGR1
ELF4	pp	EGR2
ELF4	pp	MEF2C
ELF4	pp	MEF2D
ELF4	pp	ARNTL
ELF4	pp	E2F3
ELF4	pp	MYB
ELF4	pp	NFATC1
ELF4	pp	RREB1
ELF4	pp	UBTF
ELF4	pp	ADNP
ELF4	pp	IRF2
ELF4	pp	HSF2
ELF4	pp	GABPB2
ELF4	pp	ETS1
ELF4	pp	RUNX1
ELF4	pp	EP300
ELF4	pp	ZNF143
ELF4	pp	PRDM1
ELF4	pp	EGR3
ELF4	pp	ZHX1
ELF4	pp	BACH2
ELF4	pp	TEAD1
ELF4	pp	NR3C1
ELF4	pp	HMGA1
ELF4	pp	SP1
ELF4	pp	NFATC3
ELF4	pp	CREB1
ELF4	pp	GTF2A1
ELF4	pp	TCF7L1
ELF4	pp	RELA
ELF4	pp	TBP
ELF4	pp	ATF4
ELF4	pp	RBPJ
ELF4	pp	GFI1
ELF4	pp	ELK4
ELF4	pp	GTF2A2
ELF4	pp	MAZ
ELF4	pp	SMAD4
ELF4	pp	ATF2
ELF4	pp	SSRP1
ELF4	pp	NFKB1
ELF4	pp	RXRB
ELF4	pp	ELF2
ELF4	pp	ZNF384
ELF4	pp	FOXO4
ELF4	pp	MEF2B
ELF4	pp	SNAI3
ELF4	pp	GABPA
ELF4	pp	NCOR1
ELF4	pp	DDIT3
ELF4	pp	DMAP1
ELF4	pp	STAT5A
ELF4	pp	E2F4
ELF4	pp	NFATC2
ELF4	pp	E2F2
ELF4	pp	TFAP4
ELF4	pp	HEYL
NKX3-1	pp	SMAD6
NKX3-1	pp	MXD4
NKX3-1	pp	POU6F1
NKX3-1	pp	NFATC1
NKX3-1	pp	RREB1
NKX3-1	pp	GABPB2
NKX3-1	pp	RUNX1
NKX3-1	pp	FOXO3
NKX3-1	pp	BACH2
NKX3-1	pp	ZHX2
NKX3-1	pp	JUN
NKX3-1	pp	HMGA1
NKX3-1	pp	ATF6
NKX3-1	pp	KLF4
NKX3-1	pp	TFAP4
NKX3-1	pp	ARID5B
NKX3-1	pp	ELF2
ESR1	pp	SMAD6
ESR1	pp	E2F3
ESR1	pp	TFAP2C
ESR1	pp	MXD4
ESR1	pp	UBTF
ESR1	pp	GABPB2
ESR1	pp	EP300
ESR1	pp	EGR3
ESR1	pp	ZHX1
ESR1	pp	SREBF2
ESR1	pp	HIF1A
ESR1	pp	MAX
ESR1	pp	TEAD1
ESR1	pp	ARNT
ESR1	pp	JUN
ESR1	pp	CREB1
ESR1	pp	GTF2A1
ESR1	pp	NFE2L1
ESR1	pp	TFAP4
ESR1	pp	HAND2
ESR1	pp	GABPA
ESR1	pp	HSF1
ESR1	pp	TFE3
ESR1	pp	RUNX2
ESR1	pp	POU3F1
ESR1	pp	SREBF1
ESR1	pp	POU3F3
ESR1	pp	SMARCA5
GTF2I	pp	SMAD6
GTF2I	pp	MEF2D
GTF2I	pp	E2F3
GTF2I	pp	ARNTL
GTF2I	pp	MXD4
GTF2I	pp	NFYB
GTF2I	pp	MYB
GTF2I	pp	RREB1
GTF2I	pp	SMAD3
GTF2I	pp	ARNT
GTF2I	pp	PATZ1
GTF2I	pp	MXI1
GTF2I	pp	ADNP
GTF2I	pp	ONECUT2
GTF2I	pp	GFI1
GTF2I	pp	TFAP4
GTF2I	pp	ELF4
GTF2I	pp	CREB1
GTF2I	pp	ZIC2
GTF2I	pp	SIX5
GTF2I	pp	RUNX1
GTF2I	pp	LMO2
GTF2I	pp	RUNX2
GTF2I	pp	RBPJ
GTF2I	pp	EGR3
GTF2I	pp	NPAS2
GTF2I	pp	OLIG2
GTF2I	pp	UBTF
GTF2I	pp	ZNF384
GTF2I	pp	SP1
GTF2I	pp	E2F4
GTF2I	pp	TCF7L1
GTF2I	pp	FOXO3
GTF2I	pp	STAT5A
GTF2I	pp	DDIT3
GTF2I	pp	BPTF
GTF2I	pp	NFE2L1
GTF2I	pp	BHLHB2
GTF2I	pp	ZHX1
GTF2I	pp	ZNF148
GTF2I	pp	HIF1A
GTF2I	pp	TFE3
GTF2I	pp	BACH2
GTF2I	pp	FOXO4
GTF2I	pp	IRF2
GTF2I	pp	NR3C1
GTF2I	pp	EP300
GTF2I	pp	FOSL2
GTF2I	pp	RXRB
GTF2I	pp	HMGA1
GTF2I	pp	GABPA
GTF2I	pp	NFKB1
GTF2I	pp	MAZ
GTF2I	pp	GTF2A1
GTF2I	pp	ZHX2
GTF2I	pp	STAT6
GTF2I	pp	ARID5B
GTF2I	pp	HMGA2
ELF2	pp	CREB3
ELF2	pp	POU2F2
ELF2	pp	EGR1
ELF2	pp	EGR2
ELF2	pp	MEF2D
ELF2	pp	ARNTL
ELF2	pp	MEF2C
ELF2	pp	E2F3
ELF2	pp	MYB
ELF2	pp	NFATC1
ELF2	pp	RREB1
ELF2	pp	UBTF
ELF2	pp	ADNP
ELF2	pp	IRF2
ELF2	pp	HSF2
ELF2	pp	GABPB2
ELF2	pp	ETS1
ELF2	pp	RUNX1
ELF2	pp	EP300
ELF2	pp	ZNF143
ELF2	pp	PRDM1
ELF2	pp	EGR3
ELF2	pp	ZHX1
ELF2	pp	BACH2
ELF2	pp	TEAD1
ELF2	pp	NR3C1
ELF2	pp	HMGA1
ELF2	pp	SP1
ELF2	pp	NFATC3
ELF2	pp	CREB1
ELF2	pp	TBP
ELF2	pp	ATF4
ELF2	pp	GTF2A1
ELF2	pp	RBPJ
ELF2	pp	TCF7L1
ELF2	pp	RELA
ELF2	pp	GFI1
ELF2	pp	ATF2
ELF2	pp	SSRP1
ELF2	pp	ELK4
ELF2	pp	GTF2A2
ELF2	pp	NFKB1
ELF2	pp	MAZ
ELF2	pp	SMAD4
ELF2	pp	RXRB
ELF2	pp	SNAI3
ELF2	pp	GABPA
ELF2	pp	NCOR1
ELF2	pp	FOXO4
ELF2	pp	DDIT3
ELF2	pp	DMAP1
ELF2	pp	MEF2B
ELF2	pp	STAT5A
ELF2	pp	E2F4
ELF2	pp	ZNF384
ELF2	pp	NFATC2
ELF2	pp	E2F2
ELF2	pp	TFAP4
ELF2	pp	HEYL
ARNT2	pp	NFYA
ARNT2	pp	JUND
ARNT2	pp	MEF2C
ARNT2	pp	MXD4
ARNT2	pp	MYB
ARNT2	pp	NFATC1
ARNT2	pp	RREB1
ARNT2	pp	SMAD3
ARNT2	pp	HOXA9
ARNT2	pp	GTF2I
ARNT2	pp	UBTF
ARNT2	pp	OLIG2
ARNT2	pp	E2F1
ARNT2	pp	GABPB2
