BCL10	13380
IER3	13266
ZNF780A	13257
PRDX6	13184
GRASP	13068
PEX19	13048
MYCN	13020
DNASE1L1	12950
MT1X	12950
IGFBP6	12908
ADGRD1	12792
RRBP1	12744
ZBTB22	12696
ZNF174	12618
FOXN3	12480
ACKR3	12453
PEX12	12360
KIF1C	12350
MROH8	12336
BAG5	12294
EDN1	12271
C10orf90	12264
CTGF	12250
ITPK1	12176
NDUFS2	12110
CLEC3B	12087
C6orf47	12067
NEK9	12060
TMEM37	12012
PPP1R16A	12008
SSC5D	11989
IER2	11925
BAZ1B	11921
HDX	11844
PLK2	11837
ASB8	11820
LENG1	11820
MATN2	11669
GADD45B	11646
VDAC3	11616
GDF10	11488
C1QTNF2	11420
SH3KBP1	11414
PTPN11	11355
ZNF610	11340
ACACA	11305
OTUD1	11270
MAPK6	11268
NPAT	11250
KIAA1147	11248
VCAN	11172
STX4	11170
CCDC12	11130
DBN1	11109
FAM83B	11070
MAP7D1	10956
SMPDL3B	10944
EIF3K	10905
FAS	10845
CDON	10830
EMP3	10758
SLC16A7	10719
MRPS15	10714
COX7C	10572
RBMX2	10539
TTC7B	10500
ARL5B	10458
CD99	10458
MON2	10425
CLDN3	10305
DUSP16	10235
SLC17A7	10160
RBM34	10130
RBM15	10129
PSMC3	10116
MCCC1	10095
EGR1	10094
DUSP7	10070
LILRB5	9960
SLC25A4	9960
VLDLR	9945
LUZP1	9915
AK4	9877
SUCLA2	9870
USP24	9798
RBMXL1	9756
CCDC69	9720
HEPN1	9714
RBM12	9616
F3	9537
EMILIN2	9495
FAM181B	9490
MRPS12	9488
PHF20	9480
GBE1	9464
MIF	9432
MT1E	9425
AURKAIP1	9416
ABHD17A	9408
FAM160A2	9405
FAM43B	9405
CCL4	9402
MT1M	9372
FBXW5	9366
FBLN2	9272
PFDN2	9256
HRAS	9248
PPIB	9234
IMPAD1	9195
MAP3K14	9156
ZNF74	9142
CD69	9090
NDUFS7	9036
SSNA1	9032
NDUFS6	9018
MT2A	9009
NPY5R	8991
SCAMP3	8984
FANCF	8952
LSM14B	8928
UQCC1	8912
KDM6B	8910
GALNT16	8850
ZNF510	8845
ZNF616	8832
SPTLC3	8705
MYO6	8660
SLC25A33	8648
KHSRP	8640
ZNF470	8622
ZNF507	8615
SFRP1	8610
TCEAL3	8584
LIF	8554
MSI2	8544
IER5L	8530
DOCK11	8504
FAM110D	8480
ARF6	8472
GPR160	8449
NOC2L	8448
ANO6	8440
SENP5	8436
AP2A1	8350
SPSB1	8316
SFT2D3	8272
DLD	8262
NCOA5	8250
DNAJB2	8211
B3GNT5	8199
MED18	8199
PRSS8	8134
ZNF675	8064
RPS19BP1	8032
CPT2	7997
PRKRIP1	7959
ZFP14	7944
FRS3	7920
HMGB2	7884
ZNF184	7864
HADH	7839
COX7A1	7824
VTCN1	7812
DUSP10	7808
IDH3A	7735
NOC3L	7720
ELF5	7712
LRRC59	7680
RCBTB2	7677
ADAMTS1	7570
ALG3	7552
TENM4	7504
TMEM123	7490
TRIB1	7488
UBE2G1	7472
FBLN1	7440
MRPL16	7432
GALNT12	7420
RAB35	7420
DNAJA3	7410
TICAM1	7344
MRPS27	7312
LNPEP	7282
CHCHD10	7272
ETF1	7203
THBS3	7202
GPT	7140
CCNC	7112
FIS1	7104
NFIB	7090
PAPOLA	7080
CTDNEP1	7032
ACOX1	7005
ECM1	6985
REPS1	6948
CBLC	6882
HTRA3	6874
ADAMTSL4	6860
CCSER1	6846
SKIL	6820
THAP2	6812
MTURN	6768
CCDC137	6714
DUSP1	6699
DUSP5	6699
MRPL10	6690
TPM3	6687
CCS	6684
ATP6AP2	6680
NDUFS8	6678
ABCE1	6636
C17orf58	6630
SCAF8	6606
DDX27	6576
RBM47	6570
ATP5B	6568
HIGD2A	6528
SDC3	6520
SERPINB5	6516
ANTXR2	6510
WFDC2	6510
PAIP2	6419
IL17D	6416
PTP4A1	6415
ZNF623	6405
TNKS1BP1	6402
BBS10	6400
TRIM26	6388
COX5A	6384
BCKDHB	6360
PHF14	6360
IRX1	6342
CD248	6335
RPL19	6304
LYRM7	6280
ALDH2	6230
CYB561D1	6230
GOLPH3	6228
NDUFA4	6198
HIBADH	6174
VPS4B	6152
CYB5A	6150
HSPA12A	6120
GFPT2	6060
TLN2	6025
DDX23	6024
SPAG1	6012
ANK2	6010
MEDAG	6010
ETAA1	5992
GTF2F1	5957
CIR1	5913
NOX4	5877
PNO1	5874
SIK1	5812
GLT8D2	5811
UPF1	5808
ST3GAL6	5792
RAB3A	5785
RCAN1	5756
FOXI1	5732
RETSAT	5688
KIAA0020	5684
TMEM143	5680
RILPL2	5675
NAPG	5652
ELF1	5648
MAT2B	5648
RAB13	5645
TFPT	5635
C1orf174	5628
DDX42	5616
ZNF445	5608
ZSWIM1	5598
PREB	5575
CD209	5566
ECHDC1	5562
DDX21	5560
PPARA	5520
AAMP	5465
RRP1	5460
CSNK1G1	5444
ZRSR2	5412
ZNF594	5406
DHX38	5390
LZTS1	5376
ELF2	5344
PTGIS	5340
ZBTB3	5320
PPP1R3D	5312
RSRC2	5280
KPNA2	5268
PMEPA1	5220
USP22	5215
NIP7	5208
PNN	5208
SNRPD3	5194
F10	5193
MRPL37	5190
FBXO16	5169
C9orf78	5165
SHROOM3	5152
COPS6	5130
MPC1	5117
ALDH5A1	5035
KEAP1	5005
SOX17	5000
YOD1	4996
AACS	4986
MRPS18B	4980
FAM47E-STBD1	4965
AMZ2	4942
TSTD2	4915
MRPS31	4907
PELI1	4890
NEDD8	4872
ABI1	4866
SNAI1	4854
JUN	4842
ARHGEF28	4836
NRD1	4815
HCFC1R1	4785
PAK7	4779
EFTUD2	4770
OLFML1	4768
PDE4A	4764
LRRC70	4756
HNRNPUL2	4748
TRPC4AP	4745
HDGF	4728
ESPN	4720
OGDH	4710
PGM1	4708
SOWAHA	4695
KLHL28	4690
CSTF1	4668
ETFA	4662
CTIF	4655
FASN	4653
FH	4599
HMGCS1	4560
ZFP82	4552
COL1A1	4548
FGD1	4540
FOLR2	4540
SNCG	4536
WNK1	4536
PCOLCE	4528
NPR1	4508
CYP21A2	4504
SYF2	4504
CLTB	4500
TFPI	4500
C21orf59	4495
PDZD2	4482
ABCB7	4480
MMP27	4480
PAF1	4470
MLX	4428
TFE3	4417
BIN3	4388
RFTN1	4385
SYNJ2BP	4384
TRIM25	4368
FAM213A	4364
PCDHGA11	4360
PDGFRL	4360
TNIP2	4356
ACADS	4332
KLF15	4332
TMEM254	4330
ZNF235	4330
ETS2	4311
ZNF284	4308
TMEM120A	4285
ARPC1A	4266
NTMT1	4265
C1orf116	4257
SNN	4254
MFAP4	4224
MYO1B	4168
TFAP4	4152
BLOC1S3	4146
BDH1	4125
RILP	4101
HRSP12	4080
DEFB1	4077
TRAP1	4076
ROPN1B	4075
RHOT1	4064
CEBPD	4062
FOXS1	4055
EPB41L4B	4040
ERBB3	4029
ARRB1	4014
SEC23A	3997
NDUFA9	3995
ERICH1	3985
C14orf80	3984
CBR3	3981
STAT5A	3978
HERPUD2	3963
FBXO31	3936
DDB1	3924
FSTL3	3913
ACOT2	3879
HNRNPAB	3876
TMEM70	3864
ZNF561	3852
DENND2A	3815
ELAC2	3810
SLC35F3	3800
ALYREF	3796
TSHZ2	3784
ASH2L	3774
LONP1	3771
COQ9	3740
PEX11B	3720
UBE4A	3714
PIP4K2B	3690
TUFM	3682
CPA1	3672
BRMS1	3666
TMEM11	3655
ACADM	3645
EVA1C	3621
B3GNT2	3604
BSPRY	3588
ELMO3	3576
LMLN	3555
SETD3	3545
CITED2	3528
SAP18	3510
S1PR1	3508
CTNNBL1	3492
LTBP4	3486
RARRES2	3486
ENO3	3472
PCDHGC3	3456
NT5E	3438
IPO5	3437
MEX3D	3423
ALPK3	3396
ATOH8	3380
SP6	3380
SYTL4	3372
ARHGEF1	3370
LEMD2	3363
SLC39A7	3345
PRKCZ	3344
DECR1	3340
ACAA2	3320
MDH2	3318
TRAF3IP2	3315
PDHX	3309
INPP5K	3300
CD2BP2	3265
URB2	3264
YTHDF3	3264
CHMP2A	3262
CLEC4E	3260
ORMDL3	3260
FASLG	3248
HMGCL	3234
ZNF569	3231
VPS39	3228
TBC1D2B	3226
PLA2G16	3216
ZNF26	3212
CFP	3210
TCF7L1	3204
RASSF2	3198
TNFAIP3	3184
ANP32B	3180
C1R	3180
GNS	3180
PSMD1	3146
RNF123	3135
C1QA	3133
ADHFE1	3120
SERPINB8	3120
ANXA6	3112
ISCU	3108
XPO4	3104
IARS2	3100
CT62	3096
SF3B4	3090
FAM180B	3084
USF1	3084
UQCRB	3080
PRRX2	3066
SSB	3060
BHLHE40	3058
SHKBP1	3040
NMB	3021
HARS	3018
SLC34A2	3015
RP2	3000
N4BP2L2	2996
TRIM5	2952
PGAP2	2949
TSNARE1	2947
POLR2F	2944
FXR2	2934
BCAT2	2919
GNAI3	2913
KRT15	2912
EBF1	2910
NAMPT	2907
ZNF599	2898
MSRB1	2880
MEPCE	2864
TMED7	2862
C10orf10	2844
IFIT2	2836
ZMYM5	2826
MRPL44	2811
METTL1	2765
CD55	2760
YTHDF2	2760
ZHX3	2758
ITSN1	2742
AMMECR1L	2736
SNX30	2732
EHBP1	2730
C1orf109	2718
MAPKAP1	2695
ABL1	2690
SNX5	2679
KCTD21	2672
CDCA5	2664
SAR1A	2660
DCP2	2652
ZNF526	2652
ZNF283	2644
KIAA1456	2640
ZNF766	2640
TPPP3	2634
SPRYD3	2632
COX7B	2628
ADRBK1	2624
SLC19A2	2624
ZFP28	2616
ATP10D	2588
NDUFS3	2588
HOXA2	2584
AIDA	2580
CDK1	2580
TTLL13P	2580
PCNT	2576
ZNF223	2562
RASA3	2560
DCAF6	2556
MTCH2	2556
MAFK	2552
ANKDD1A	2550
CHP1	2550
RNF41	2544
ZNF549	2541
PODN	2532
AOC4P	2528
PBXIP1	2526
BTG2	2520
LMNB1	2519
MANSC1	2512
ZBTB9	2505
AASS	2495
ZCWPW1	2488
TFAP2C	2474
POLR3GL	2472
ZNF443	2472
GPANK1	2468
FST	2456
MTIF3	2455
ICAM3	2444
SPDEF	2444
NHLRC3	2436
SUPT5H	2436
VPS4A	2432
ATG5	2430
AP1M1	2406
SDHA	2403
C1QB	2388
PMM1	2385
PISD	2384
BIRC5	2380
CBFA2T3	2375
NDUFV1	2367
NCF1	2364
PNPLA2	2364
DPYSL3	2355
SLC38A2	2355
TRIM56	2346
GTF3C3	2344
NDUFA1	2322
BUB1B	2310
FGFR1OP2	2310
SRP68	2285
ASF1B	2280
OARD1	2277
RAD23A	2270
SESN1	2256
UHRF1	2256
MSC	2253
OAF	2250
C21orf91	2246
PKMYT1	2244
AKAP2	2241
PALM2-AKAP2	2241
DSC2	2229
PPTC7	2220
SIK2	2220
C1QC	2200
DTL	2200
APOBR	2194
CLK2	2192
MAN1C1	2190
TOMM40	2190
MTMR10	2188
SDHD	2185
MTR	2184
TBCA	2184
DEPDC1B	2180
DLAT	2180
ZNF354B	2170
DSG2	2160
SLC10A3	2157
CAPN11	2144
SRSF4	2139
JMJD6	2136
BBIP1	2133
MAD1L1	2132
TPST1	2130
PHF11	2128
OTUD7B	2116
ACAT1	2112
RPRD1B	2109
SKP2	2106
PPP2R5D	2094
CCNB2	2088
CCDC86	2080
TMEM175	2073
RNF40	2072
UNC119B	2070
KCNE4	2067
MED24	2065
ZNF585A	2064
EXD2	2060
SEC22B	2056
FERMT2	2055
ACKR2	2052
BCAM	2049
NPR2	2040
DAB2IP	2030
SCOC	2028
GRAMD2	2020
AP1S1	2016
RABL6	2010
TPX2	2007
EML1	2000
ACY1	1988
CCRN4L	1988
FOXO4	1985
ATP5O	1975
DNAJC7	1970
IGSF8	1970
RBBP6	1969
DONSON	1950
MYPOP	1950
ZBTB8OS	1944
CAP2	1935
NDUFB9	1932
FXR1	1930
LANCL2	1928
CDC45	1926
HMMR	1921
IQGAP3	1921
YKT6	1912
COPZ2	1911
QSER1	1910
STUB1	1908
PARP1	1881
TMEM59	1875
FOXM1	1860
RNF141	1860
DOCK8	1854
CHSY1	1848
VEGFB	1848
CDKN1B	1845
PGAM2	1844
CKAP2L	1841
SPHAR	1840
DLGAP5	1836
TRIM23	1835
TMEM106B	1830
LTC4S	1827
UBE2D4	1825
CAPZA2	1824
CADM1	1806
CENPF	1806
BDKRB2	1800
CR1	1800
PXDN	1795
AK1	1794
BLOC1S5	1790
CDK11A	1786
PPP1R10	1784
HHIPL1	1782
GKAP1	1770
PTTG1	1770
CDH23	1768
HADHA	1768
TNFRSF21	1764
TMEM109	1746
NBEAL1	1740
MRVI1	1732
TP73	1722
FBXO34	1719
CSF1R	1716
SF1	1707
DLGAP4	1695
C5orf24	1692
GLYCTK	1692
SVEP1	1692
CTTNBP2	1685
COX4I1	1684
MDFIC	1684
ZNF358	1676
DZIP3	1674
ZC3HAV1	1660
PCCB	1659
RRP12	1653
BTF3L4	1650
ELF4	1646
NFATC2	1644
COX5B	1640
SRP19	1640
ETNK1	1632
ISOC2	1632
TLR4	1632
NNT	1623
YTHDF1	1620
PBK	1606
TROAP	1606
FNDC5	1590
ADAM12	1584
JDP2	1584
TWSG1	1584
ZNF503-AS2	1578
XPO6	1578
PSMB6	1575
UBR5	1574
PHLDB1	1572
PPP1R18	1568
TBC1D9	1568
FAM64A	1565
TMEM140	1563
TNS4	1563
C7orf26	1554
CERS6	1554
IER5	1554
GNG4	1552
CCDC126	1545
FAM200A	1544
PRPF31	1544
PROM1	1540
TK2	1540
PIN4	1536
ZNF568	1536
CNTD2	1534
DOCK10	1530
LATS2	1524
ID1	1518
MAK	1518
BCL3	1513
SHE	1508
LGMN	1498
MPEG1	1494
MCCC2	1494
SLIT2	1492
CASKIN1	1470
RBM43	1466
GLUL	1464
EIF4H	1460
FAM212A	1459
F2RL3	1458
FIBIN	1456
ZNF202	1455
C19orf80	1454
UAP1	1452
COL3A1	1449
APOPT1	1440
SCAP	1438
IL12RB2	1435
SCAMP1	1428
OPLAH	1425
DYNLT1	1424
MSTO1	1424
CALU	1420
CEP170B	1416
STAB1	1416
GBF1	1414
NLK	1410
ATP5A1	1407
C20orf27	1404
GYPC	1402
NDUFB11	1380
PRADC1	1376
LARP7	1375
EMC3	1374
PTPRS	1372
NEK10	1371
PSKH1	1356
ANXA2R	1355
SYNCRIP	1354
ADIPOR2	1352
BAG4	1352
CHST9	1350
ERLIN2	1350
AP1S2	1344
VLDLR-AS1	1340
FBXO48	1338
PTBP3	1332
NLRP3	1327
TTC23	1323
GPKOW	1322
HDAC11	1318
SIRT7	1316
RC3H1	1315
HOXA10	1314
ZNF426	1314
ZNF292	1312
KIF20A	1311
CHRNB1	1308
ICMT	1305
MTMR3	1304
SAP30BP	1304
NUDT3	1302
DNAJC25-GNG10	1296
G0S2	1296
MAPK11	1293
COBL	1290
NAIF1	1285
COX6B1	1284
CLASRP	1278
RRM2	1276
NOL4L	1276
FRAT1	1272
UBE2C	1272
ARMC5	1270
IDH1	1270
SH3BP5L	1266
COL1A2	1264
EDNRA	1263
GCNT1	1256
TOPORS	1255
MIB1	1248
MITF	1248
PAN3	1245
L2HGDH	1244
EPN3	1238
ZNF708	1230
RNF2	1212
PROSC	1211
PSMD12	1208
HMBOX1	1204
C17orf80	1203
UTP23	1203
NUDT10	1200
AURKB	1196
C17orf107	1195
PTPRM	1195
KPNA4	1192
TPGS1	1192
PRDX2	1190
OGN	1188
XPA	1188
KLHL11	1184
KLHL24	1176
SIGLEC1	1176
ARHGEF6	1173
COPS8	1166
DENND2D	1164
ITGB1	1155
NMUR1	1150
SCO1	1137
SNORD116-4	1136
TMA7	1136
PRICKLE2	1134
SLC24A3	1127
RGMB	1123
GNG10	1120
SEMA6D	1120
CPXM2	1119
BROX	1118
GPATCH11	1118
ESPL1	1116
GPD2	1115
TNFSF15	1111
ETV6	1106
YY1	1102
MS4A6A	1100
AXIN1	1098
MCM9	1098
LRP3	1095
LRRC2	1089
DBI	1088
PSMD7	1088
KCNB2	1086
NGRN	1080
ROM1	1074
ZBTB45	1067
FBXO33	1066
C1orf198	1062
NUDT4	1062
EIF3F	1060
RMDN3	1060
ATXN7L2	1059
UQCR10	1052
NDUFA2	1050
CHMP4A	1038
ZC3H18	1032
LRRC41	1030
PLAC9	1029
SEMA4D	1029
SETD7	1028
MESDC2	1027
MRPS11	1023
IGFLR1	1022
ZNF540	1020
TTC38	1018
ADGRB2	1016
ANKRD13B	1014
COG4	1013
DGKH	1012
VWA5A	1007
OAT	1007
TTLL3	1003
AGO2	1001
AGAP3	1000
LPP	996
ARHGAP31	995
KLF2	994
PDXDC2P	993
ABCA9	986
FOXO1	986
PLXDC1	980
EYS	976
ZFPL1	976
NRAS	975
ADORA3	973
KARS	972
NDUFB10	972
MIER3	970
CTNNB1	969
MARC2	966
SOD1	963
GRIN1	960
SEMA3G	956
THSD7B	956
SYNC	954
NEIL2	950
GFM2	950
SLC4A2	942
TAGAP	940
RCN3	939
SNAPIN	939
UBE2L6	938
EVC	936
FAM98A	932
CFH	925
NQO1	924
PHTF2	924
TMEM163	924
SLC35E4	918
PPP2R5A	917
DRAM2	910
GPR4	908
ZNF287	905
EPHB1	903
GMFB	900
UBXN7	900
ZNF816	895
WDR83	889
ART4	888
NNMT	888
KIRREL	885
NDUFAF1	885
CMA1	879
VDAC2	878
FAM120B	876
ARHGEF38	872
CCL3	870
INTS10	870
NGFRAP1	868
SGCB	855
OSBPL1A	854
CNEP1R1	848
APOE	846
ZFYVE27	846
ESD	843
MAP2K5	843
NCF1B	836
LYSMD1	836
TRA2A	835
EFEMP2	831
MSANTD3	830
PRKAB2	830
BTBD1	826
CUTC	826
CHPF2	825
KIF4A	825
LHFPL1	823
CRIP2	819
NPEPPS	819
B4GALT2	816
RNASE1	808
TESK1	805
GPAA1	804
NT5C	804
CALM1	801
PDP2	800
PHF12	800
SHOC2	795
CHCHD3	794
PCCA	792
BGN	789
DIS3L	786
OGFOD1	786
MB21D2	782
STK17A	775
UBE2D1	774
FAM175B	772
ZNF441	772
RASAL2-AS1	771
PARP12	770
SF3B5	770
PDLIM1	768
COX19	764
TMX1	762
C1orf115	758
C2CD2	758
BLOC1S1	756
EIF2AK2	752
RIN2	752
FCGR2A	750
PGGT1B	750
MDC1	748
NME4	747
GCA	741
ADAMTS6	738
MAP3K4	738
RGL1	732
HMGB1	730
PRPF38B	728
GOPC	726
ZNF37A	726
SETD1B	724
EPB41L1	720
ZCCHC10	720
HEY2	718
UST	716
THRAP3	716
NHP2L1	714
KIAA1467	705
MRPS36	702
PCDHGA8	702
PID1	702
CUL2	701
LPCAT2	700
SH2B3	697
FCER1G	695
ITGA1	693
PCDHGB1	693
ZBTB20	693
OLFML3	690
PDLIM2	688
TRIP10	688
UBE2Q1	687
TRMT10C	685
EMX2OS	684
TUBA1C	684
PCMTD1	681
EID1	680
PCDHGA3	680
CCDC85B	678
HTATSF1	678
KLHL20	678
ZCCHC11	678
ZNF112	678
CD48	676
PPIL4	676
PSMA7	675
TIMM17A	675
SSBP1	675
ME3	672
SLU7	672
NSRP1	670
MAZ	668
OMD	666
CDH11	664
MEA1	664
TNFSF9	663
C5orf38	662
SCAND1	660
ADRM1	659
EXOSC4	659
RAB3D	658
GPRC5A	655
WDFY2	655
ATP6V0C	654
PANK3	654
MCM7	651
SYBU	651
FEZ1	646
RAE1	646
AFAP1L1	644
ATP5I	642
C10orf2	640
MESDC1	640
ATP6V0E2	639
LRRC3	634
ARHGAP27	632
TMEM204	632
AHCTF1	631
AHI1	631
AUH	630
HIC1	630
MAMDC4	630
PEX16	627
ANXA4	625
ERMP1	624
PCDHGA7	624
SF3B2	622
ATP5L	620
KLHL18	618
PCDHGB2	618
USF2	614
EML3	613
NDUFA3	612
SAT2	612
ARHGDIB	610
SNRPN	608
LPAR1	606
COL4A2	604
ZGPAT	604
S1PR2	604
STS	603
ZNF684	603
BCR	602
PCDHGA5	600
SMC3	600
CD33	597
ERI3	597
CAPN10	594
NAALADL1	594
LYL1	593
FBP1	590
NCF4	584
ADAM22	582
CCDC85A	582
PTPN14	582
MAST3	580
ID3	579
SGPP1	579
DPAGT1	576
RAB17	575
G6PD	573
CD36	572
EIF5B	572
PCNXL4	572
PCSK7	572
LTBP2	572
IFNGR1	570
MRPL20	570
GPR182	568
WNT7B	568
PHF3	566
SLC25A16	566
BCAP31	564
NFIA	564
THAP5	563
GSTO2	562
LIPH	561
IDI1	560
IL17RE	560
PDS5B	560
CDKN2B	557
ATP5G3	554
BNIP3L	554
RARA	554
